gadmid,dslr_med,lsl_med,n_seg_ir,var_med
3765,-0.04000001749955118,0.5160000324249268,1,0.4760000149253756
3766,-0.04000001749955118,0.5160000324249268,1,0.4760000149253756
3767,-0.04000001749955118,0.5160000324249268,1,0.4760000149253756
3772,-0.02250000834465027,0.5305000245571136,1,0.5080000162124634
3775,-0.02250000834465027,0.5305000245571136,1,0.5080000162124634
3777,-0.03750001487787813,0.518500030040741,2,0.48100001516286284
3781,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3782,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3784,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3786,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3788,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3790,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3791,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3792,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3794,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3798,-0.03075000597164035,0.49150002002716064,2,0.4607500140555203
3799,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3802,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3803,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3804,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3805,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3806,-0.03500001225620508,0.5210000276565552,2,0.4860000154003501
3808,-0.03500001225620508,0.5210000276565552,1,0.4860000154003501
3809,-0.023999983444809914,0.5139999985694885,1,0.4900000151246786
3812,-0.03575001284480095,0.5232500284910202,2,0.48750001564621925
3815,-0.036500013433396816,0.5255000293254852,3,0.4890000158920884
3816,-0.033000022638589144,0.5225000381469727,2,0.4895000155083835
3817,-0.022749997908249497,0.5082500129938126,2,0.48550001508556306
3823,-0.02950003184378147,0.5195000469684601,1,0.4900000151246786
3824,-0.02325001056306064,0.5072500258684158,2,0.4840000153053552
3827,-0.027750020381063223,0.5157500356435776,2,0.48800001526251435
3830,-0.027750020381063223,0.5157500356435776,2,0.48800001526251435
3840,-0.026000008918344975,0.5120000243186951,1,0.4860000154003501
3842,-0.027833331221093733,0.5051666796207428,3,0.4773333483996491
3846,-0.026000008918344975,0.5120000243186951,1,0.4860000154003501
3847,-0.026000008918344975,0.5120000243186951,1,0.4860000154003501
3852,-0.02072222080702583,0.5097222361299727,9,0.48900001532294685
3853,-0.025999994948506355,0.49000000953674316,1,0.4640000145882368
3859,-0.025999994948506355,0.49000000953674316,1,0.4640000145882368
3861,-0.025999994948506355,0.49000000953674316,1,0.4640000145882368
3862,-0.025999994948506355,0.49000000953674316,1,0.4640000145882368
3864,-0.028749992372468114,0.5017500072717667,2,0.47300001489929855
3865,-0.028833338990807533,0.4838333527247111,3,0.4550000137339036
3866,-0.029625007417052984,0.4856250211596489,4,0.4560000137425959
3868,-0.025999994948506355,0.49000000953674316,1,0.4640000145882368
3871,-0.028500009328126907,0.47050002217292786,2,0.44200001284480095
3872,-0.029666677117347717,0.47733335693677265,3,0.44766667981942493
3876,-0.028500009328126907,0.47050002217292786,2,0.44200001284480095
3877,-0.028500009328126907,0.47050002217292786,3,0.44200001284480095
3881,-0.0050000036135315895,0.468500018119812,1,0.4635000145062804
3883,-0.026499999687075615,0.4620000123977661,2,0.4355000127106905
3887,-0.026499999687075615,0.4620000123977661,1,0.4355000127106905
3888,-0.026499999687075615,0.4620000123977661,1,0.4355000127106905
3889,-0.026499999687075615,0.4620000123977661,2,0.4355000127106905
3892,-0.015666660542289417,0.5161666770776113,6,0.500500016535322
3896,-0.026499999687075615,0.4620000123977661,1,0.4355000127106905
3897,-0.026499999687075615,0.4620000123977661,1,0.4355000127106905
3898,-0.026999998837709427,0.4690000116825104,1,0.44200001284480095
3901,-0.026499999687075615,0.4620000123977661,1,0.4355000127106905
